case_id,target,left_run,right_run,retrieved_jaccard,common_retrieved_count,top_attribution_agrees,spearman_common,spearman_union_zero_filled
complementary_battery_electrodes,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.5,4,True,1.0,0.7108433734939759
complementary_central_dogma_steps,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.3333333333333333,3,True,1.0,0.2241379310344828
complementary_curie_categories,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.9999999999999999,0.9642857142857145
complementary_great_lakes_countries,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.6,0.5714285714285715
complementary_inner_rocky_planets,generated,bge_contrastive_ll,tfidf_contrastive_ll,1.0,6,False,0.7714285714285715,0.7714285714285715
complementary_photosynthesis_inputs,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.8999999999999998,0.8214285714285715
complementary_rgb_primary_light,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.5,4,False,0.7999999999999999,0.7710843373493975
complementary_three_matter_states,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.5,4,False,0.39999999999999997,-0.4457831325301204
complementary_versailles_allies,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.5,4,True,1.0,0.5903614457831325
complementary_water_elements,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,False,-0.6,-0.5714285714285715
conflict_australia_capital,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.9999999999999999,0.42857142857142866
conflict_closest_planet_sun,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.9999999999999999,0.25
conflict_fever_threshold,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.8999999999999998,0.7500000000000002
conflict_human_heart_chambers,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.3,0.7142857142857144
conflict_japan_currency,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.9999999999999999,0.7500000000000002
conflict_largest_planet,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.9999999999999999,0.6071428571428572
conflict_liter_to_milliliters,generated,bge_contrastive_ll,tfidf_contrastive_ll,1.0,6,True,1.0,1.0
conflict_mona_lisa_artist,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.3333333333333333,3,True,1.0,0.034482758620689655
conflict_potassium_symbol,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.8999999999999998,0.39285714285714296
conflict_solar_system_center,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.3333333333333333,3,True,1.0,0.034482758620689655
conflict_water_boiling_point,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.49999999999999994,0.3214285714285715
direct_canada_capital,generated,bge_contrastive_ll,tfidf_contrastive_ll,1.0,6,True,0.7714285714285715,0.7714285714285715
direct_dna_shape,generated,bge_contrastive_ll,tfidf_contrastive_ll,1.0,6,True,0.8857142857142858,0.8857142857142858
direct_gravity_force,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.3333333333333333,3,True,1.0,-0.15517241379310348
direct_hemoglobin_role,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.5,4,True,1.0,0.5903614457831325
direct_highest_mountain,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.5,4,True,1.0,0.34939759036144574
direct_japan_capital,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.5,4,True,1.0,0.6265060240963854
direct_mitochondria_role,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.3333333333333333,3,True,1.0,-0.17241379310344832
direct_olympics_host,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.8999999999999998,0.42857142857142866
direct_panda_diet,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.3333333333333333,3,True,1.0,0.5000000000000001
direct_pride_author,generated,bge_contrastive_ll,tfidf_contrastive_ll,1.0,6,True,0.942857142857143,0.942857142857143
missing_eiffel_designer,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.0,0,False,,-0.8605577689243027
missing_hubble_launch_year,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.3333333333333333,3,True,1.0,0.34482758620689663
missing_japan_currency,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.8999999999999998,0.5
missing_magellan_expedition_survivor,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,False,0.9999999999999999,-0.10714285714285716
missing_mars_moons,generated,bge_contrastive_ll,tfidf_contrastive_ll,1.0,6,True,0.6,0.6
missing_penicillin_discoverer,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.09090909090909091,1,False,,-0.42999999999999994
missing_pythagorean_formula,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.9999999999999999,0.10714285714285716
missing_starry_night_artist,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.3333333333333333,3,True,1.0,0.2413793103448276
missing_suez_connection,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.09090909090909091,1,False,,-0.7799999999999999
redundant_1984_author,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.2,2,True,0.9999999999999999,0.10967741935483873
redundant_atlantic_border,generated,bge_contrastive_ll,tfidf_contrastive_ll,1.0,6,True,1.0,1.0
redundant_earth_orbit,generated,bge_contrastive_ll,tfidf_contrastive_ll,1.0,6,True,1.0,1.0
redundant_first_moonwalker,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.3333333333333333,3,False,0.5,0.32758620689655177
redundant_france_capital,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.3333333333333333,3,True,1.0,0.08620689655172416
redundant_hamlet_author,generated,bge_contrastive_ll,tfidf_contrastive_ll,1.0,6,True,0.942857142857143,0.942857142857143
redundant_largest_animal,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.2,2,True,0.9999999999999999,-0.1870967741935484
redundant_largest_hot_desert,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,False,0.3,0.7142857142857144
redundant_largest_ocean,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,True,0.9999999999999999,0.6071428571428572
redundant_speed_of_light,generated,bge_contrastive_ll,tfidf_contrastive_ll,0.7142857142857143,5,False,0.7,0.7857142857142859
