case_id,pattern,question,gold_answer,retrieved_ids,retrieval_recall_at_k,retrieval_precision_at_k,retrieval_mrr,top_attribution_is_gold,gold_attribution_mass,gold_deletion_auc,gold_insertion_auc,retrieval_order_deletion_auc,leave_one_out_deletion_auc,random_deletion_auc,full_gold_support,interaction_total_pairs,interaction_evaluable_pairs,interaction_skipped_pairs,interaction_coverage,interaction_correct_signs,interaction_sign_recovery,interaction_sign_accuracy,closed_book_answer,gold_context_answer,retrieved_context_answer,closed_book_f1,gold_context_f1,retrieved_context_f1,closed_book_exact_match,gold_context_exact_match,retrieved_context_exact_match,knowledge_source_class,generated_interaction_total_pairs,generated_interaction_evaluable_pairs,generated_interaction_skipped_pairs,generated_interaction_coverage,generated_interaction_correct_signs,generated_interaction_sign_recovery,generated_interaction_sign_accuracy,generated_top_attribution_is_gold,generated_gold_attribution_mass,full_generated_support,interaction_complementary_total_pairs,interaction_complementary_evaluable_pairs,interaction_complementary_skipped_pairs,interaction_complementary_coverage,interaction_complementary_correct_signs,interaction_complementary_sign_recovery,interaction_complementary_sign_accuracy,generated_interaction_complementary_total_pairs,generated_interaction_complementary_evaluable_pairs,generated_interaction_complementary_skipped_pairs,generated_interaction_complementary_coverage,generated_interaction_complementary_correct_signs,generated_interaction_complementary_sign_recovery,generated_interaction_complementary_sign_accuracy,interaction_conflicting_total_pairs,interaction_conflicting_evaluable_pairs,interaction_conflicting_skipped_pairs,interaction_conflicting_coverage,interaction_conflicting_correct_signs,interaction_conflicting_sign_recovery,interaction_conflicting_sign_accuracy,generated_interaction_conflicting_total_pairs,generated_interaction_conflicting_evaluable_pairs,generated_interaction_conflicting_skipped_pairs,generated_interaction_conflicting_coverage,generated_interaction_conflicting_correct_signs,generated_interaction_conflicting_sign_recovery,generated_interaction_conflicting_sign_accuracy,interaction_redundant_total_pairs,interaction_redundant_evaluable_pairs,interaction_redundant_skipped_pairs,interaction_redundant_coverage,interaction_redundant_correct_signs,interaction_redundant_sign_recovery,interaction_redundant_sign_accuracy,generated_interaction_redundant_total_pairs,generated_interaction_redundant_evaluable_pairs,generated_interaction_redundant_skipped_pairs,generated_interaction_redundant_coverage,generated_interaction_redundant_correct_signs,generated_interaction_redundant_sign_recovery,generated_interaction_redundant_sign_accuracy
conflict_solar_system_center,conflicting_evidence,What is the central body of the Solar System?,The Sun.,conflict_solar_sun|conflict_solar_jupiter|conflict_solar_earth|conflict_planet_saturn|conflict_solar_planets_distractor|conflict_planet_earth,1.0,0.16666666666666666,1.0,True,0.5590720199764466,0.028020791662280952,0.07134899200885315,0.024883365319334716,0.011966872864496486,0.04664888198516575,0.06551681960669925,2,2,0,1.0,1,0.5,0.5,I cannot answer this question because no context was provided.,The Sun is the central body of the Solar System.,The Sun is the central body of the Solar System.,0.0,0.33333333333333337,0.33333333333333337,0.0,0.0,0.0,generation_or_model_failure,2,2,0,1.0,0,0.0,0.0,True,0.8061620114988232,0.12549380048816272,,,,,,,,,,,,,,,2.0,2.0,0.0,1.0,1.0,0.5,0.5,2.0,2.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,
direct_gravity_force,direct_evidence,What force pulls objects with mass toward one another?,Gravity.,direct_gravity_evidence|direct_gravity_magnetism|conflict_japan_won|missing_mars_orbit|conflict_solar_jupiter|missing_suez_waterway,1.0,0.16666666666666666,1.0,True,0.6919703761772509,0.026557088760292405,0.1196039517582499,0.02202907147873,0.026058891645070786,0.07425248774745581,0.11294291937972216,0,0,0,,0,,,I do not have the retrieved context to answer this question.,Gravity is the attractive force that pulls objects with mass toward one another.,Gravity is the attractive force that pulls objects with mass toward one another.,0.0,0.14285714285714288,0.14285714285714288,0.0,0.0,0.0,generation_or_model_failure,0,0,0,,0,,,True,0.7709101905430027,0.15183361690656494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direct_highest_mountain,direct_evidence,What is the highest mountain above sea level on Earth?,Mount Everest.,direct_everest_evidence|direct_everest_k2|conflict_earth_planet|missing_mars_orbit|redundant_sahara_antarctica_distractor|redundant_pacific_a,1.0,0.16666666666666666,1.0,True,0.8612057903812812,0.01948564124177194,0.12293892405540764,0.022285892880430824,0.02186392819924901,0.07273427627238845,0.133343971866009,0,0,0,,0,,,I cannot answer this question because no context was provided.,Mount Everest is the highest mountain above sea level on Earth.,Mount Everest is the highest mountain above sea level on Earth.,0.0,0.3076923076923077,0.3076923076923077,0.0,0.0,0.0,generation_or_model_failure,0,0,0,,0,,,True,0.862755126877973,0.14012391693645926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direct_japan_capital,direct_evidence,What is the capital city of Japan?,Tokyo.,conflict_japan_tokyo_distractor|direct_tokyo_evidence|missing_japan_tokyo|redundant_france_a|missing_japan_islands|direct_tokyo_kyoto,1.0,0.16666666666666666,0.5,True,0.37246418221920585,0.06493318970080755,0.1001949130824758,0.06677537909424681,0.10033473015390916,0.09002127279826351,0.09798018209276471,0,0,0,,0,,,I cannot answer this question because no context was provided.,Tokyo is the capital city of Japan.,Tokyo is the capital city of Japan.,0.0,0.25,0.25,0.0,0.0,0.0,generation_or_model_failure,0,0,0,,0,,,True,0.3004586330185957,0.19855832919003968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direct_mitochondria_role,direct_evidence,What do mitochondria produce for eukaryotic cells?,Much of the ATP energy used by the cells.,direct_mitochondria_evidence|direct_mitochondria_nucleus|missing_penicillin_mould|direct_hemoglobin_evidence|missing_suez_panama|missing_japan_islands,1.0,0.16666666666666666,1.0,True,0.9114181684443021,0.006893047651435465,0.061431510803833723,0.006713766006194,0.008842861503099342,0.033573019041541884,0.06701611077565511,0,0,0,,0,,,I cannot answer this question because no context was provided.,Mitochondria produce much of the ATP energy used by eukaryotic cells.,Mitochondria produce much of the ATP energy utilized by eukaryotic cells.,0.0,0.7999999999999999,0.7000000000000001,0.0,0.0,0.0,retrieval_enabled,0,0,0,,0,,,True,0.9289794395531352,0.18277717508577218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
complementary_battery_electrodes,complementary_evidence,Which two electrodes does an electrochemical cell have?,An anode and a cathode.,comp_battery_anode|comp_battery_cathode|comp_battery_electrolyte|comp_battery_voltage|missing_mars_missions|direct_dna_evidence,1.0,0.3333333333333333,1.0,True,0.7769018070980905,0.00925789247599193,0.09657507819638256,0.02045838703810013,0.010578517701199039,0.06065076734676451,0.09194198375872348,1,1,0,1.0,1,1.0,1.0,I do not have the retrieved context to answer your question.,"An electrochemical cell has an anode and a cathode. The anode is one of its two electrodes, and the cathode is the other electrode.","An electrochemical cell has an anode and a cathode. The anode is one of the two electrodes, and the cathode is the other electrode.",0.0,0.3448275862068966,0.3448275862068966,0.0,0.0,0.0,generation_or_model_failure,1,1,0,1.0,1,1.0,1.0,True,0.9185358229303455,0.1465235741903081,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
complementary_versailles_allies,complementary_evidence,Which three Allied powers are listed as represented in the Treaty of Versailles negotiations?,"France, Britain, and the United States.",comp_treaty_france|comp_treaty_britain|comp_treaty_united_states|comp_treaty_germany_distractor|missing_japan_islands|conflict_japan_won,1.0,0.5,1.0,True,0.8247814702810518,0.0439085571852319,0.08647631283910075,0.04480735310610948,0.04211657673693509,0.06958061679295151,0.10505829856467197,3,3,0,1.0,2,0.6666666666666666,0.6666666666666666,I cannot answer this question because no context was provided.,"The three Allied powers listed as represented in the Treaty of Versailles negotiations are France, Britain, and the United States.","The three Allied powers listed as represented in the Treaty of Versailles negotiations are France, Britain, and the United States.",0.0,0.4615384615384615,0.4615384615384615,0.0,0.0,0.0,generation_or_model_failure,3,3,0,1.0,3,1.0,1.0,True,0.8475953666406941,0.1220972113515793,3.0,3.0,0.0,1.0,2.0,0.6666666666666666,0.6666666666666666,3.0,3.0,0.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
complementary_central_dogma_steps,complementary_evidence,Which three components connect genetic instructions to protein synthesis?,"DNA, RNA, and ribosomes.",comp_protein_rna|comp_protein_dna|missing_japan_economy|direct_mitochondria_nucleus|missing_suez_shipping|conflict_heart_chambers_three,0.6666666666666666,0.3333333333333333,1.0,True,0.4075837063059481,0.03914563051095885,0.06712656071973964,0.04971266016599311,0.04045629291876715,0.05949519295169497,0.08653772807488391,3,1,2,0.3333333333333333,1,1.0,1.0,I cannot answer this question because no retrieved context was provided.,"The three components that connect genetic instructions to protein synthesis are:

1. **DNA:** Stores the genetic instructions used to make proteins.
2. **RNA:** Can carry copied genetic information from DNA toward protein synthesis.
3. **Ribosome:** Synthesizes proteins by reading messenger RNA.","The context mentions that DNA stores genetic instructions [2], RNA can carry copied genetic information from DNA toward protein synthesis [1], and the nucleus stores genetic material in many eukaryotic cells [4].",0.0,0.08888888888888888,0.16666666666666666,0.0,0.0,0.0,generation_or_model_failure,3,1,2,0.3333333333333333,1,1.0,1.0,True,0.7154193230507097,0.21243546779885225,3.0,1.0,2.0,0.3333333333333333,1.0,1.0,1.0,3.0,1.0,2.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
complementary_three_matter_states,complementary_evidence,Which three everyday states of matter are listed?,"Solid, liquid, and gas.",comp_tri_state_plasma_distractor|comp_tri_state_solid|comp_tri_state_liquid|comp_tri_state_gas|comp_lakes_us|conflict_australia_states,1.0,0.5,0.5,True,0.8926016114862877,0.036645040158431404,0.08410107487238178,0.03868148332435423,0.03358642298446555,0.05923228791631654,0.09610659847014025,3,3,0,1.0,2,0.6666666666666666,0.6666666666666666,I cannot answer this question because no retrieved context was provided.,"The three everyday states of matter listed are solid, liquid, and gas.","The three everyday states of matter listed are solid, liquid, and gas.",0.0,0.5,0.5,0.0,0.0,0.0,generation_or_model_failure,3,3,0,1.0,0,0.0,0.0,True,0.7690265517125111,0.19379898314755611,3.0,3.0,0.0,1.0,2.0,0.6666666666666666,0.6666666666666666,3.0,3.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redundant_largest_hot_desert,redundant_evidence,What is the largest hot desert in the world?,The Sahara.,redundant_sahara_a|redundant_sahara_c|redundant_sahara_antarctica_distractor|redundant_sahara_b|missing_japan_tokyo|conflict_earth_planet,1.0,0.5,1.0,True,0.9494390818196258,0.051164114066414516,0.1266229143016515,0.04612918515671451,0.10694164241573541,0.09878045567008446,0.13292296241087717,3,3,0,1.0,3,1.0,1.0,I cannot answer this question because no context was provided.,The Sahara is the largest hot desert in the world.,The Sahara is the largest hot desert in the world.,0.0,0.33333333333333337,0.33333333333333337,0.0,0.0,0.0,generation_or_model_failure,3,3,0,1.0,1,0.3333333333333333,0.3333333333333333,True,0.943454485711706,0.14610742393505405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333
redundant_1984_author,redundant_evidence,Who wrote Nineteen Eighty-Four?,George Orwell.,redundant_orwell_a|redundant_orwell_b|direct_austen_bronte|redundant_orwell_huxley_distractor|redundant_orwell_c|missing_mars_orbit,1.0,0.5,1.0,True,0.8978322222283903,0.065201622488882,0.12963027015854897,0.08909009260362188,0.10615765437941892,0.11508246741554849,0.10993101223721552,3,3,0,1.0,3,1.0,1.0,I do not have the retrieved context to answer this question.,George Orwell wrote the novel Nineteen Eighty-Four.,George Orwell wrote the novel Nineteen Eighty-Four.,0.0,0.4,0.4,0.0,0.0,0.0,generation_or_model_failure,3,3,0,1.0,3,1.0,1.0,True,0.8658560683251406,0.19139207384316675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,0.0,1.0,3.0,1.0,1.0
redundant_largest_animal,redundant_evidence,What is the largest animal known to have lived on Earth?,The blue whale.,redundant_blue_whale_a|redundant_blue_whale_elephant_distractor|redundant_blue_whale_b|redundant_sahara_antarctica_distractor|redundant_pacific_a|conflict_planet_earth,0.6666666666666666,0.3333333333333333,1.0,True,0.8553914616395443,0.05099488261588372,0.15529249439295667,0.05118296893719073,0.05281298185348615,0.1062049966546449,0.16082391678315236,3,1,2,0.3333333333333333,1,1.0,1.0,I cannot answer this question because no context was provided.,The blue whale is the largest animal known to have lived on Earth.,The blue whale is the largest animal known to have lived on Earth.,0.0,0.375,0.375,0.0,0.0,0.0,generation_or_model_failure,3,1,2,0.3333333333333333,0,0.0,0.0,True,0.8333850521540782,0.13681435862407204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,2.0,0.3333333333333333,1.0,1.0,1.0,3.0,1.0,2.0,0.3333333333333333,0.0,0.0,0.0
redundant_first_moonwalker,redundant_evidence,Who was the first person to walk on the Moon?,Neil Armstrong.,redundant_neil_a|redundant_neil_c|redundant_neil_b|redundant_neil_aldrin_distractor|redundant_orbit_moon|missing_mars_orbit,1.0,0.5,1.0,True,0.9037143363904238,0.09094548225438165,0.17783447781465433,0.10444859557127233,0.15280865738740695,0.15841611330768704,0.1755769405777993,3,3,0,1.0,3,1.0,1.0,I cannot answer this question because no context was provided.,Neil Armstrong was the first person to walk on the Moon.,"Neil Armstrong was the first person to walk on the Moon.

Evidence:
*   [1] Neil Armstrong was the first person to walk on the Moon.
*   [2] The first Moon walk was made by Neil Armstrong.
*   [3] During Apollo 11, Neil Armstrong became the first human to step onto the lunar surface.",0.0,0.3076923076923077,0.07692307692307693,0.0,0.0,0.0,generation_or_model_failure,3,3,0,1.0,0,0.0,0.0,True,0.9312757294647501,0.07823762779349097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0
conflict_fever_threshold,conflicting_evidence,What Fahrenheit temperature is commonly used as a fever threshold?,100.4 degrees Fahrenheit.,conflict_fever_1004f|conflict_fever_98f|conflict_fever_105f|conflict_fever_celsius_distractor|missing_penicillin_medicine|missing_penicillin_resistance,1.0,0.16666666666666666,1.0,True,0.6285987905532013,-0.022181444876810202,0.02606601025993378,-0.035854536466264235,-0.04512802924040129,-0.003062240532613407,0.029194330415424963,2,2,0,1.0,1,0.5,0.5,I cannot answer this question because no context was provided.,A body temperature of 100.4 degrees Fahrenheit is commonly used as a fever threshold.,A body temperature of 100.4 degrees Fahrenheit is commonly used as a fever threshold.,0.0,0.4210526315789474,0.4210526315789474,0.0,0.0,0.0,generation_or_model_failure,2,2,0,1.0,0,0.0,0.0,True,0.8069893967312959,0.10091677853266834,,,,,,,,,,,,,,,2.0,2.0,0.0,1.0,1.0,0.5,0.5,2.0,2.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,
conflict_closest_planet_sun,conflicting_evidence,Which planet is closest to the Sun?,Mercury.,conflict_mercury_planet|conflict_earth_planet|missing_mars_orbit|conflict_venus_planet|conflict_planet_neptune|missing_mars_planet,1.0,0.16666666666666666,1.0,True,0.8095208690902136,0.05018700961797936,0.125749938452374,0.05446370254916729,0.040840879084424984,0.07485622020739863,0.09412442190300307,2,2,0,1.0,2,1.0,1.0,I cannot answer this question because no context was provided.,Mercury is the planet closest to the Sun.,Mercury is the planet closest to the Sun.,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,generation_or_model_failure,2,2,0,1.0,1,0.5,0.5,True,0.6996162202083858,0.17580410022686,,,,,,,,,,,,,,,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,
conflict_liter_to_milliliters,conflicting_evidence,How many milliliters are in one liter?,1000 milliliters.,conflict_liter_1000ml|conflict_liter_10ml|conflict_liter_100ml|conflict_liter_gallon_distractor|missing_japan_islands|missing_suez_mediterranean,1.0,0.16666666666666666,1.0,True,0.37061820798847944,-0.03025447852099458,0.0012425561783765415,-0.03177581099546676,-0.05195819620700228,-0.018683929069968495,-0.029678312536316254,2,2,0,1.0,0,0.0,0.0,I cannot answer this question because no context was provided.,One liter equals 1000 milliliters.,One liter equals 1000 milliliters.,0.0,0.5714285714285715,0.5714285714285715,0.0,0.0,0.0,generation_or_model_failure,2,2,0,1.0,1,0.5,0.5,True,0.8368100403713358,0.16846192732654208,,,,,,,,,,,,,,,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,
conflict_human_heart_chambers,conflicting_evidence,How many chambers does the human heart have?,Four chambers.,conflict_heart_chambers_four|conflict_heart_chambers_two|conflict_heart_chambers_three|conflict_heart_valves_distractor|missing_japan_islands|missing_suez_mediterranean,1.0,0.16666666666666666,1.0,False,0.2899208966792184,0.033364217446763905,0.0544126198067273,0.03692538476599496,0.05463366902983013,0.04397337964537921,0.04713415436536375,2,2,0,1.0,2,1.0,1.0,I cannot answer this question because no context was provided.,The human heart has four chambers.,The human heart has four chambers.,0.0,0.5,0.5,0.0,0.0,0.0,generation_or_model_failure,2,2,0,1.0,0,0.0,0.0,True,0.833399717452269,0.1952929595929318,,,,,,,,,,,,,,,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,
missing_starry_night_artist,missing_evidence,Who painted The Starry Night?,Vincent van Gogh.,missing_van_gogh_starry_style|missing_van_gogh_sunflowers|conflict_monalisa_correct|conflict_solar_jupiter|missing_mars_planet|conflict_earth_planet,,,,,,0.02757251165263966,0.08449326826038726,0.03267746240459122,0.029165589603685493,0.05439378297994138,0.06909237635044999,0,0,0,,0,,,I cannot answer this question because no context was provided.,I cannot answer this question because no context was provided.,The retrieved context does not state who painted The Starry Night.,0.0,0.0,0.0,0.0,0.0,0.0,missing_evidence,0,0,0,,0,,,,,0.062139759594207034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
missing_suez_connection,missing_evidence,Which two seas does the Suez Canal connect?,The Mediterranean Sea and the Red Sea.,missing_suez_panama|missing_suez_mediterranean|missing_suez_waterway|missing_suez_shipping|missing_mars_orbit|missing_magellan_strait,,,,,,0.003569124968291433,-0.06823745352881797,-0.013349001388079268,-0.06695683042273211,-0.0417857610661845,-0.11150589863020835,0,0,0,,0,,,I cannot answer this question because no context was provided.,I do not have the retrieved context to answer this question.,The retrieved context does not state which two seas the Suez Canal connects.,0.0,0.1111111111111111,0.2,0.0,0.0,0.0,missing_evidence,0,0,0,,0,,,,,0.05497630307604273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direct_panda_diet,direct_evidence,What do giant pandas mainly eat?,Bamboo.,direct_bamboo_panda_evidence|direct_bamboo_panda_habitat|direct_bamboo_koala_distractor|direct_bamboo_panda_bear|redundant_sahara_antarctica_distractor|missing_penicillin_treatment,1.0,0.16666666666666666,1.0,False,0.033550269013227274,0.03468029246488356,0.06713171936788634,0.051034458160956114,0.06717816730460456,0.05841279591359633,0.057016169558678595,0,0,0,,0,,,I do not have the retrieved context to answer this question.,Giant pandas mainly eat bamboo.,Giant pandas mainly eat bamboo.,0.0,0.33333333333333337,0.33333333333333337,0.0,0.0,0.0,generation_or_model_failure,0,0,0,,0,,,True,0.44512857519250426,0.2264139259318952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direct_hemoglobin_role,direct_evidence,What protein in red blood cells carries oxygen?,Hemoglobin.,direct_hemoglobin_evidence|direct_hemoglobin_white_cells|missing_mars_planet|comp_water_oxygen|missing_penicillin_mould|comp_photosynthesis_output,1.0,0.16666666666666666,1.0,True,0.7379491843723978,0.012309473025779538,0.0979558549811878,0.012479196706544108,0.033122361871244614,0.06256065236905305,0.09577477001692812,0,0,0,,0,,,I cannot answer this question because no context was provided.,Hemoglobin is the protein in red blood cells that carries oxygen.,Hemoglobin is the protein found in red blood cells that carries oxygen.,0.0,0.16666666666666669,0.15384615384615385,0.0,0.0,0.0,generation_or_model_failure,0,0,0,,0,,,True,0.831618887673685,0.11174984818481909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
missing_pythagorean_formula,missing_evidence,What formula relates the side lengths of a right triangle?,a squared plus b squared equals c squared.,missing_pythagorean_hypotenuse|missing_pythagorean_geometry|missing_pythagorean_area|missing_pythagorean_angles|comp_water_oxygen|missing_mars_planet,,,,,,0.0030039631427120164,-0.006968819445124998,-0.011198251671491364,-0.018398285134110525,-0.004282684924147085,-0.009600915316253844,0,0,0,,0,,,I cannot answer this question because no context was provided.,I cannot answer this question because no context was provided.,The retrieved context does not contain the formula that relates the side lengths of a right triangle.,0.0,0.0,0.07999999999999999,0.0,0.0,0.0,missing_evidence,0,0,0,,0,,,,,0.03026101097201167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
missing_hubble_launch_year,missing_evidence,In what year was the Hubble Space Telescope launched?,1990.,missing_hubble_webb|missing_hubble_astronomy|redundant_orbit_b|conflict_solar_jupiter|redundant_neil_a|missing_mars_orbit,,,,,,-0.06264082259744708,-0.076682550337356,-0.07331786925342502,-0.06936862392672268,-0.07394250221438084,-0.09436342222488683,0,0,0,,0,,,I do not have the retrieved context to answer your question.,I cannot answer this question because no context was provided.,The retrieved context does not contain the year the Hubble Space Telescope was launched.,0.0,0.0,0.0,0.0,0.0,0.0,missing_evidence,0,0,0,,0,,,,,0.02945325747016675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
missing_magellan_expedition_survivor,missing_evidence,Which ship completed Magellan's expedition around the world?,The Victoria.,missing_magellan_circumnavigation|missing_magellan_strait|redundant_pacific_atlantic|redundant_sahara_a|missing_suez_panama|redundant_orwell_huxley_distractor,,,,,,0.02179881756136272,0.03332875326060732,0.03294660092953385,0.0203063517006026,0.02599479223554307,0.021804536888478734,0,0,0,,0,,,I cannot answer this question because no context was provided.,I do not have the retrieved context to answer your question.,The retrieved context does not contain information about which ship completed Magellan's expedition around the world.,0.0,0.15384615384615385,0.10526315789473684,0.0,0.0,0.0,missing_evidence,0,0,0,,0,,,,,0.013477151723294667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
