case_id,pattern,question,gold_answer,retrieved_ids,retrieval_recall_at_k,retrieval_precision_at_k,retrieval_mrr,top_attribution_is_gold,gold_attribution_mass,gold_deletion_auc,gold_insertion_auc,retrieval_order_deletion_auc,leave_one_out_deletion_auc,random_deletion_auc,full_gold_support,interaction_total_pairs,interaction_evaluable_pairs,interaction_skipped_pairs,interaction_coverage,interaction_correct_signs,interaction_sign_recovery,interaction_sign_accuracy,closed_book_answer,gold_context_answer,retrieved_context_answer,closed_book_f1,gold_context_f1,retrieved_context_f1,closed_book_exact_match,gold_context_exact_match,retrieved_context_exact_match,knowledge_source_class,generated_interaction_total_pairs,generated_interaction_evaluable_pairs,generated_interaction_skipped_pairs,generated_interaction_coverage,generated_interaction_correct_signs,generated_interaction_sign_recovery,generated_interaction_sign_accuracy,generated_top_attribution_is_gold,generated_gold_attribution_mass,full_generated_support,interaction_complementary_total_pairs,interaction_complementary_evaluable_pairs,interaction_complementary_skipped_pairs,interaction_complementary_coverage,interaction_complementary_correct_signs,interaction_complementary_sign_recovery,interaction_complementary_sign_accuracy,generated_interaction_complementary_total_pairs,generated_interaction_complementary_evaluable_pairs,generated_interaction_complementary_skipped_pairs,generated_interaction_complementary_coverage,generated_interaction_complementary_correct_signs,generated_interaction_complementary_sign_recovery,generated_interaction_complementary_sign_accuracy,interaction_conflicting_total_pairs,interaction_conflicting_evaluable_pairs,interaction_conflicting_skipped_pairs,interaction_conflicting_coverage,interaction_conflicting_correct_signs,interaction_conflicting_sign_recovery,interaction_conflicting_sign_accuracy,generated_interaction_conflicting_total_pairs,generated_interaction_conflicting_evaluable_pairs,generated_interaction_conflicting_skipped_pairs,generated_interaction_conflicting_coverage,generated_interaction_conflicting_correct_signs,generated_interaction_conflicting_sign_recovery,generated_interaction_conflicting_sign_accuracy,interaction_redundant_total_pairs,interaction_redundant_evaluable_pairs,interaction_redundant_skipped_pairs,interaction_redundant_coverage,interaction_redundant_correct_signs,interaction_redundant_sign_recovery,interaction_redundant_sign_accuracy,generated_interaction_redundant_total_pairs,generated_interaction_redundant_evaluable_pairs,generated_interaction_redundant_skipped_pairs,generated_interaction_redundant_coverage,generated_interaction_redundant_correct_signs,generated_interaction_redundant_sign_recovery,generated_interaction_redundant_sign_accuracy
direct_gravity_force,direct_evidence,What force pulls objects with mass toward one another?,Gravity.,direct_gravity_evidence|conflict_japan_won|conflict_planet_correct|missing_suez_waterway|missing_penicillin_mould|missing_mars_surface,1.0,0.16666666666666666,1.0,True,0.7446501939572364,0.104040922529729,0.3803368454390987,0.12201872069751558,0.10352787449303469,0.2478112828761184,0.40907956158364367,0,0,0,,0,,,I do not have the retrieved context to answer this question.,Gravity is the attractive force that pulls objects with mass toward one another.,Gravity is the attractive force that pulls objects with mass toward one another.,0.0,0.14285714285714288,0.14285714285714288,0.0,0.0,0.0,generation_or_model_failure,0,0,0,,0,,,True,0.9064931263636584,0.1519107135009874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direct_highest_mountain,direct_evidence,What is the highest mountain above sea level on Earth?,Mount Everest.,direct_everest_evidence|direct_everest_k2|missing_suez_shipping|conflict_earth_planet|missing_suez_mediterranean|missing_mars_orbit,1.0,0.16666666666666666,1.0,True,0.9214260338100176,0.04149117575250211,0.27935165570309545,0.06372462144011505,0.049999617289837005,0.1678912115094164,0.30055661228825603,0,0,0,,0,,,I cannot answer this question because no context was provided.,Mount Everest is the highest mountain above sea level on Earth.,Mount Everest is the highest mountain above sea level on Earth.,0.0,0.3076923076923077,0.3076923076923077,0.0,0.0,0.0,generation_or_model_failure,0,0,0,,0,,,True,0.9165069136119057,0.14004149242401154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direct_japan_capital,direct_evidence,What is the capital city of Japan?,Tokyo.,conflict_japan_tokyo_distractor|direct_tokyo_evidence|redundant_france_a|missing_japan_tokyo|direct_canada_provinces|conflict_australia_correct,1.0,0.16666666666666666,0.5,True,0.2604129358988933,0.29014174267221066,0.3597539484259405,0.352280935607189,0.32414647955783954,0.33863157244904674,0.38048509698095534,0,0,0,,0,,,I cannot answer this question because no context was provided.,Tokyo is the capital city of Japan.,Tokyo is the capital city of Japan.,0.0,0.25,0.25,0.0,0.0,0.0,generation_or_model_failure,0,0,0,,0,,,True,0.30453969824235416,0.19966680238256762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direct_mitochondria_role,direct_evidence,What do mitochondria produce for eukaryotic cells?,Much of the ATP energy used by the cells.,direct_mitochondria_evidence|direct_mitochondria_nucleus|direct_hemoglobin_white_cells|missing_suez_shipping|direct_tokyo_osaka|missing_penicillin_mould,1.0,0.16666666666666666,1.0,True,0.9127129195649235,0.011425679451634243,0.10145996210442633,0.015880002061908066,0.015114356469087606,0.05629726030757796,0.11181905556058724,0,0,0,,0,,,I cannot answer this question because no context was provided.,Mitochondria produce much of the ATP energy used by eukaryotic cells.,Mitochondria produce much of the ATP energy utilized by eukaryotic cells.,0.0,0.7999999999999999,0.7000000000000001,0.0,0.0,0.0,retrieval_enabled,0,0,0,,0,,,True,0.9478858628118099,0.18316846046401192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
complementary_battery_electrodes,complementary_evidence,Which two electrodes does an electrochemical cell have?,An anode and a cathode.,comp_battery_anode|comp_battery_cathode|comp_battery_electrolyte|missing_mars_missions|missing_suez_waterway|missing_japan_islands,1.0,0.3333333333333333,1.0,True,0.8635825534389004,0.018309926496916474,0.13540822395251392,0.029287462184290458,0.02568046870358152,0.08940148803356164,0.13342083760275103,1,1,0,1.0,0,0.0,0.0,I do not have the retrieved context to answer your question.,"An electrochemical cell has an anode and a cathode. The anode is one of its two electrodes, and the cathode is the other electrode.","An electrochemical cell has an anode and a cathode, which are its two electrodes.",0.0,0.3448275862068966,0.5263157894736842,0.0,0.0,0.0,generation_or_model_failure,1,1,0,1.0,1,1.0,1.0,True,0.8796417069635946,0.14461243368413956,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
complementary_versailles_allies,complementary_evidence,Which three Allied powers are listed as represented in the Treaty of Versailles negotiations?,"France, Britain, and the United States.",comp_treaty_france|comp_treaty_britain|comp_treaty_united_states|comp_treaty_germany_distractor|missing_suez_waterway|direct_tokyo_osaka,1.0,0.5,1.0,True,0.8621256321485723,0.027770622574079817,0.09914243819419027,0.037305242749537997,0.038554450595269234,0.07200751977983687,0.11268672528084434,3,3,0,1.0,2,0.6666666666666666,0.6666666666666666,I cannot answer this question because no context was provided.,"The three Allied powers listed as represented in the Treaty of Versailles negotiations are France, Britain, and the United States.","The three Allied powers listed as represented in the Treaty of Versailles negotiations are France, Britain, and the United States.",0.0,0.4615384615384615,0.4615384615384615,0.0,0.0,0.0,generation_or_model_failure,3,3,0,1.0,3,1.0,1.0,True,0.8820497876823106,0.12336045942413854,3.0,3.0,0.0,1.0,2.0,0.6666666666666666,0.6666666666666666,3.0,3.0,0.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
complementary_central_dogma_steps,complementary_evidence,Which three components connect genetic instructions to protein synthesis?,"DNA, RNA, and ribosomes.",comp_protein_rna|comp_protein_dna|missing_japan_islands|missing_suez_shipping|redundant_france_lyon|direct_canada_montreal,0.6666666666666666,0.3333333333333333,1.0,True,0.5781738536067257,0.02240052617839597,0.0820086208506791,0.04809479155000579,0.02240052617839597,0.06471510114251802,0.09202192835725143,3,1,2,0.3333333333333333,1,1.0,1.0,I cannot answer this question because no retrieved context was provided.,"The three components that connect genetic instructions to protein synthesis are:

1. **DNA:** Stores the genetic instructions used to make proteins.
2. **RNA:** Can carry copied genetic information from DNA toward protein synthesis.
3. **Ribosome:** Synthesizes proteins by reading messenger RNA.","The retrieved context mentions that DNA stores genetic instructions and RNA can carry copied genetic information toward protein synthesis. However, it does not explicitly list three components that connect genetic instructions to protein synthesis.",0.0,0.08888888888888888,0.15789473684210525,0.0,0.0,0.0,generation_or_model_failure,3,1,2,0.3333333333333333,1,1.0,1.0,True,0.9257871340036776,0.1336229933450669,3.0,1.0,2.0,0.3333333333333333,1.0,1.0,1.0,3.0,1.0,2.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
complementary_three_matter_states,complementary_evidence,Which three everyday states of matter are listed?,"Solid, liquid, and gas.",comp_tri_state_plasma_distractor|conflict_australia_states|comp_lakes_us|comp_treaty_united_states|conflict_boiling_90c|comp_tri_state_gas,0.3333333333333333,0.16666666666666666,0.16666666666666666,False,0.09340778457097207,0.027961992435413252,0.03975755438838304,0.03219666907723712,0.030324329216243767,0.031372888171450064,0.03411491811624967,3,0,3,0.0,0,,,I cannot answer this question because no retrieved context was provided.,"The three everyday states of matter listed are solid, liquid, and gas.","The retrieved context mentions ""Gas"" as a common state of matter, but it does not list three everyday states of matter.",0.0,0.5,0.08,0.0,0.0,0.0,generation_or_model_failure,3,0,3,0.0,0,,,True,0.5880341185768507,0.13378550479810003,3.0,0.0,3.0,0.0,0.0,,,3.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redundant_largest_hot_desert,redundant_evidence,What is the largest hot desert in the world?,The Sahara.,redundant_sahara_a|redundant_sahara_c|redundant_sahara_antarctica_distractor|missing_japan_tokyo|redundant_sahara_b|redundant_pacific_atlantic,1.0,0.5,1.0,True,0.910838269756619,0.13949137502638698,0.33281295318608445,0.14302536170920224,0.27534490948938195,0.2787347538296237,0.3610001553181582,3,3,0,1.0,3,1.0,1.0,I cannot answer this question because no context was provided.,The Sahara is the largest hot desert in the world.,"The Sahara is the largest hot desert in the world. Additionally, Africa's Sahara is commonly identified as Earth's largest hot desert, and among hot deserts, the Sahara is the largest by area.",0.0,0.33333333333333337,0.1111111111111111,0.0,0.0,0.0,generation_or_model_failure,3,3,0,1.0,1,0.3333333333333333,0.3333333333333333,True,0.9772755616125938,0.1533968188350603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333
redundant_1984_author,redundant_evidence,Who wrote Nineteen Eighty-Four?,George Orwell.,redundant_orwell_a|redundant_orwell_b|redundant_hamlet_a|direct_austen_evidence|missing_suez_shipping|missing_penicillin_mould,0.6666666666666666,0.3333333333333333,1.0,True,0.7963919222021629,0.05955503143689383,0.26425444674514237,0.06872056568546829,0.256122078317176,0.2350437135528247,0.2690307777402149,3,1,2,0.3333333333333333,1,1.0,1.0,I do not have the retrieved context to answer this question.,George Orwell wrote the novel Nineteen Eighty-Four.,George Orwell wrote the novel Nineteen Eighty-Four.,0.0,0.4,0.4,0.0,0.0,0.0,generation_or_model_failure,3,1,2,0.3333333333333333,1,1.0,1.0,True,0.796541489357731,0.19122517752728785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,2.0,0.3333333333333333,1.0,1.0,1.0,3.0,1.0,2.0,0.3333333333333333,1.0,1.0,1.0
redundant_largest_animal,redundant_evidence,What is the largest animal known to have lived on Earth?,The blue whale.,redundant_blue_whale_a|redundant_france_lyon|missing_japan_tokyo|missing_mars_planet|missing_eiffel_paris|redundant_sahara_antarctica_distractor,0.3333333333333333,0.16666666666666666,1.0,True,0.794911956867503,0.0570985225558596,0.26801322783476167,0.05935508684335313,0.020508281031028086,0.16750891005793347,0.2931144991762219,3,0,3,0.0,0,,,I cannot answer this question because no context was provided.,The blue whale is the largest animal known to have lived on Earth.,The blue whale is the largest animal known to have lived on Earth.,0.0,0.375,0.375,0.0,0.0,0.0,generation_or_model_failure,3,0,3,0.0,0,,,True,0.8615319315927508,0.13682863846985627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,0.0,,,3.0,0.0,3.0,0.0,0.0,,
redundant_first_moonwalker,redundant_evidence,Who was the first person to walk on the Moon?,Neil Armstrong.,redundant_neil_a|redundant_neil_c|redundant_orbit_moon|missing_suez_shipping|direct_tokyo_osaka|missing_penicillin_mould,0.6666666666666666,0.3333333333333333,1.0,True,0.8414895334331131,0.1507263339820422,0.33913355990454724,0.15837323181347707,0.32909690726978663,0.2901416143910424,0.3603577199446172,3,1,2,0.3333333333333333,1,1.0,1.0,I cannot answer this question because no context was provided.,Neil Armstrong was the first person to walk on the Moon.,Neil Armstrong was the first person to walk on the Moon.,0.0,0.3076923076923077,0.3076923076923077,0.0,0.0,0.0,generation_or_model_failure,3,1,2,0.3333333333333333,1,1.0,1.0,True,0.9296442653477603,0.1469265390567348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,2.0,0.3333333333333333,1.0,1.0,1.0,3.0,1.0,2.0,0.3333333333333333,1.0,1.0,1.0
conflict_fever_threshold,conflicting_evidence,What Fahrenheit temperature is commonly used as a fever threshold?,100.4 degrees Fahrenheit.,conflict_fever_1004f|conflict_fever_98f|conflict_fever_105f|conflict_fever_celsius_distractor|missing_japan_language|missing_penicillin_resistance,1.0,0.16666666666666666,1.0,True,0.57146983927231,-0.03801136434716074,0.026225648434343274,-0.057968178461950126,-0.06324968771150875,-0.00984793223620798,0.021901055380146417,2,2,0,1.0,1,0.5,0.5,I cannot answer this question because no context was provided.,A body temperature of 100.4 degrees Fahrenheit is commonly used as a fever threshold.,A body temperature of 100.4 degrees Fahrenheit is commonly used as a fever threshold.,0.0,0.4210526315789474,0.4210526315789474,0.0,0.0,0.0,generation_or_model_failure,2,2,0,1.0,0,0.0,0.0,True,0.8284238926466162,0.10079682852503413,,,,,,,,,,,,,,,2.0,2.0,0.0,1.0,1.0,0.5,0.5,2.0,2.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,
conflict_closest_planet_sun,conflicting_evidence,Which planet is closest to the Sun?,Mercury.,conflict_mercury_planet|conflict_earth_planet|missing_mars_orbit|conflict_venus_planet|conflict_planet_neptune|comp_inner_earth,1.0,0.16666666666666666,1.0,True,0.38321048586547135,0.271080345037962,0.3815020659473851,0.3157451666512843,0.29173683593258987,0.3324432923984005,0.38769076141189296,2,2,0,1.0,2,1.0,1.0,I cannot answer this question because no context was provided.,Mercury is the planet closest to the Sun.,Mercury is the planet closest to the Sun.,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,generation_or_model_failure,2,2,0,1.0,1,0.5,0.5,True,0.6395194498655357,0.17577476287601546,,,,,,,,,,,,,,,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,
conflict_liter_to_milliliters,conflicting_evidence,How many milliliters are in one liter?,1000 milliliters.,conflict_liter_1000ml|conflict_liter_10ml|conflict_liter_100ml|conflict_liter_gallon_distractor|missing_japan_islands|missing_suez_mediterranean,1.0,0.16666666666666666,1.0,True,0.3728251844198365,-0.038653595510036186,0.00033740609466927085,-0.040656425877671175,-0.06627752044372436,-0.02400040373592811,-0.03608632085957303,2,2,0,1.0,0,0.0,0.0,I cannot answer this question because no context was provided.,One liter equals 1000 milliliters.,One liter equals 1000 milliliters.,0.0,0.5714285714285715,0.5714285714285715,0.0,0.0,0.0,generation_or_model_failure,2,2,0,1.0,1,0.5,0.5,True,0.8230575197065177,0.16885988007621755,,,,,,,,,,,,,,,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,
conflict_human_heart_chambers,conflicting_evidence,How many chambers does the human heart have?,Four chambers.,conflict_heart_chambers_four|conflict_heart_chambers_three|conflict_heart_chambers_two|conflict_heart_valves_distractor|missing_japan_islands|missing_mars_missions,1.0,0.16666666666666666,1.0,False,0.25089446841811913,0.05844015575163014,0.11179120403848537,0.08279057097708437,0.0733747926895022,0.09092453225037934,0.09359438008285648,2,2,0,1.0,2,1.0,1.0,I cannot answer this question because no context was provided.,The human heart has four chambers.,The human heart has four chambers.,0.0,0.5,0.5,0.0,0.0,0.0,generation_or_model_failure,2,2,0,1.0,1,0.5,0.5,True,0.8018842605394665,0.19591374568379694,,,,,,,,,,,,,,,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,
missing_starry_night_artist,missing_evidence,Who painted The Starry Night?,Vincent van Gogh.,missing_van_gogh_starry_style|conflict_monalisa_correct|missing_van_gogh_sunflowers|missing_suez_shipping|missing_penicillin_medicine|missing_mars_surface,,,,,,0.03689885524808605,0.1211246560655221,0.05190334367424904,0.044951384016332335,0.06567572502628678,0.1098472754454406,0,0,0,,0,,,I cannot answer this question because no context was provided.,I cannot answer this question because no context was provided.,The context does not state who painted The Starry Night.,0.0,0.0,0.0,0.0,0.0,0.0,missing_evidence,0,0,0,,0,,,,,0.06873410561460502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
missing_suez_connection,missing_evidence,Which two seas does the Suez Canal connect?,The Mediterranean Sea and the Red Sea.,missing_suez_panama|missing_penicillin_mould|missing_mars_planet|missing_japan_islands|redundant_sahara_antarctica_distractor|conflict_japan_won,,,,,,0.014809703944251129,0.01604919041727315,0.01174136328249851,0.013585046602736553,0.01463981904201606,0.0078067693252512615,0,0,0,,0,,,I cannot answer this question because no context was provided.,I do not have the retrieved context to answer this question.,The retrieved context does not contain information about the two seas connected by the Suez Canal.,0.0,0.1111111111111111,0.17391304347826086,0.0,0.0,0.0,missing_evidence,0,0,0,,0,,,,,0.026544505348450764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direct_panda_diet,direct_evidence,What do giant pandas mainly eat?,Bamboo.,direct_bamboo_panda_evidence|direct_bamboo_koala_distractor|direct_bamboo_panda_habitat|missing_suez_mediterranean|missing_penicillin_resistance|missing_mars_planet,1.0,0.16666666666666666,1.0,False,0.28165273093780846,0.11607317156025394,0.3048658366169255,0.1416155846734036,0.30218754189458724,0.2839934205178635,0.33597565409757935,0,0,0,,0,,,I do not have the retrieved context to answer this question.,Giant pandas mainly eat bamboo.,Giant pandas mainly eat bamboo.,0.0,0.33333333333333337,0.33333333333333337,0.0,0.0,0.0,generation_or_model_failure,0,0,0,,0,,,True,0.4700380173035339,0.22611220824659062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direct_hemoglobin_role,direct_evidence,What protein in red blood cells carries oxygen?,Hemoglobin.,direct_hemoglobin_evidence|direct_hemoglobin_white_cells|comp_water_oxygen|missing_suez_shipping|missing_penicillin_mould|missing_mars_surface,1.0,0.16666666666666666,1.0,True,0.7220852514979187,0.013295053383049371,0.203835096006866,8.51492665242537e-05,0.013993211050347176,0.12221336392776762,0.21411799466873216,0,0,0,,0,,,I cannot answer this question because no context was provided.,Hemoglobin is the protein in red blood cells that carries oxygen.,Hemoglobin is the protein found in red blood cells that carries oxygen.,0.0,0.16666666666666669,0.15384615384615385,0.0,0.0,0.0,generation_or_model_failure,0,0,0,,0,,,True,0.8335800608234737,0.11148261182953856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
missing_pythagorean_formula,missing_evidence,What formula relates the side lengths of a right triangle?,a squared plus b squared equals c squared.,missing_pythagorean_hypotenuse|comp_water_oxygen|missing_pythagorean_area|missing_pythagorean_geometry|missing_pythagorean_angles|comp_water_hydrogen,,,,,,0.006582824082642967,0.001072912713284686,-0.004814576048963158,-0.005023433638410064,0.0037078937333006475,-0.00797365056400029,0,0,0,,0,,,I cannot answer this question because no context was provided.,I cannot answer this question because no context was provided.,The retrieved context does not contain the formula that relates the side lengths of a right triangle.,0.0,0.0,0.07999999999999999,0.0,0.0,0.0,missing_evidence,0,0,0,,0,,,,,0.028807616159537086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
missing_hubble_launch_year,missing_evidence,In what year was the Hubble Space Telescope launched?,1990.,missing_hubble_webb|redundant_orbit_b|comp_tri_state_gas|missing_hubble_astronomy|missing_suez_shipping|missing_mars_surface,,,,,,-0.07953447364673595,-0.10760802306701507,-0.09270005865835224,-0.10499547254407315,-0.09323808879574329,-0.11606819114971567,0,0,0,,0,,,I do not have the retrieved context to answer your question.,I cannot answer this question because no context was provided.,The retrieved context does not contain the year the Hubble Space Telescope was launched.,0.0,0.0,0.0,0.0,0.0,0.0,missing_evidence,0,0,0,,0,,,,,0.031033769093051666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
missing_magellan_expedition_survivor,missing_evidence,Which ship completed Magellan's expedition around the world?,The Victoria.,missing_magellan_strait|redundant_sahara_a|missing_magellan_circumnavigation|redundant_pacific_atlantic|comp_treaty_germany_distractor|redundant_orwell_huxley_distractor,,,,,,0.07879922210443772,0.06182908759891557,0.08122823679681733,0.053842447070888234,0.07674186070462544,0.04233878304614769,0,0,0,,0,,,I cannot answer this question because no context was provided.,I do not have the retrieved context to answer your question.,The retrieved context does not contain information about which ship completed Magellan's expedition around the world.,0.0,0.15384615384615385,0.10526315789473684,0.0,0.0,0.0,missing_evidence,0,0,0,,0,,,,,0.01561267617095885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
